Título,Precio,M2,Habitaciones,Baños,Parking,Link
Piso  en plaza la palmera en Sant Martí Barcelona,350.000 €,81,3,2,Plaza parking ,
"Piso  venta horta guinardó - Taxonera, 209000€ en Barcelona",209.000 €,61,2,1,Sin plaza parking,
"Piso mejor que un ático, diagonal mar i el front marítim del poblenou - cómprelo por sólo 4.390€/mes en Barcelona",1.522.500 €,176,3,2,Plaza parking ,
Piso 121m en avinguda mare deu de montserrat obra nueva en Barcelona,595.000 €,121,4,2,,
"Piso  venta eixample - izquierdo nuevo, 795000€ en Barcelona",795.000 €,180,4,2,Sin plaza parking,
Piso todo exterior en Turó de la Peira - Can Peguera Barcelona,167.000 €,65,2,1,Sin plaza parking,
"Piso  venta Horta, 183000€ en Horta Barcelona",183.000 €,96,3,2,Sin plaza parking,
Piso amplio y luminoso piso en Les Corts en Les Corts Barcelona,775.000 €,158,5,2,Plaza parking ,
Piso  en poblenou en Vila Olímpica Barcelona,260.000 €,53,4,1,,
Piso se vende piso muy luminoso en Baix Guinardó Barcelona,270.000 €,95,4,1,Sin plaza parking,
Piso ideal parejas en eixample en Sant Antoni Barcelona,265.000 €,60,3,1,Sin plaza parking,
Piso  amplio de 4 habitaciones. en Esquerra Baixa de l´Eixample Barcelona,300.000 €,90,1,3.333,,
"Piso  en venta , con 152 m2, 3 habitaciones y 2 baños, ascensor, aire acondicionado y calefacción por conductos. en Barcelona",1.025.000 €,152,3,2,,
Dúplex en carrer Porta promocion obra nueva en Porta Barcelona,350.000 €,101,4,3,,
Casa  / chalet en venta de 400 m2 en Sants Barcelona,985.000 €,400,3,4,Plaza parking ,
Piso  en venta 4 habitaciones 2 baños en Les Corts Barcelona,430.000 €,88,4,2,Sin plaza parking,
Piso magnífico con 5 habitaciones en Sant Gervasi - Galvany Barcelona,950.000 €,196,5,3,Plaza parking ,
Piso oportunidad en Raval Barcelona,99.000 €,31,1,1,Sin plaza parking,
Apartamento en mare de deu de montserrat reformado a estrenar en Barcelona,260.000 €,77,3,1,Sin plaza parking,
"Piso primero con 3 habitaciones, ascensor, calefacción y aire acondicionado en Barcelona",1.345.000 €,146,3,2,Sin plaza parking,
Piso en Poble Sec Barcelona,81.000 €,13,1,1,,
Piso en Poble Sec Barcelona,157.500 €,48,1,1,,
Piso señorial piso en venta en c/elkano (Poble Sec) a la altura de blasco de garay en Barcelona,250.000 €,53,2,1,Sin plaza parking,
Piso  reformado en clot en Hostafrancs Barcelona,269.900 €,72,3,1,,
"Piso alto, con balcón!! en Vall d´Hebron Barcelona",229.000 €,62,3,1,Sin plaza parking,
Piso muy alto y luminoso en Sagrada Família Barcelona,385.000 €,87,4,2,Sin plaza parking,
Piso gran oportunidad en Poble Sec Barcelona,298.000 €,72,2,1,Sin plaza parking,
Piso vivienda a reformar.. en Raval Barcelona,220.000 €,63,3,1,Sin plaza parking,
Piso en Poble Sec Barcelona,168.500 €,43,1,1,,
Piso  en venta en provençals del en Provençals del Poblenou Barcelona,188.000 €,70,3,1,,
Piso en Raval Barcelona,358.000 €,90,5,1,Sin plaza parking,
Piso ideal single o pareja en Sant Andreu Barcelona,210.000 €,70,3,1,Sin plaza parking,
Piso  3 hab ideal inversores en Carmel Barcelona,140.000 €,65,3,1,Sin plaza parking,
Piso en La Sagrera Barcelona,159.000 €,55,3,1,Sin plaza parking,
Piso licencia turística 10 personas en Dreta de l´Eixample Barcelona,575.000 €,125,4,2,,
Piso  en glories - el parc en Glòries El Parc Barcelona,199.000 €,62,4,1,,
Piso en Esquerra Alta de l´Eixample Barcelona,275.000 €,67,1,1,,
Piso santa madrona en Raval Barcelona,360.000 €,112,4,2,Sin plaza parking,
Piso en La Verneda - La Pau Barcelona,183.000 €,76,4,1,Sin plaza parking,
Piso en St. Pere - Sta. Caterina - El Born Barcelona,380.000 €,70,3,5.429,,
Piso luminoso piso en c/pallars (Poblenou) a la altura de d'espronceda en Barcelona,270.000 €,71,3,1,Sin plaza parking,
Piso luminoso piso a reformar en travessera de les corts (les corts) a la altura de arístides en Barcelona,490.000 €,108,4,2,Plaza parking ,
Piso cerca de passeig de gràcia en Dreta de l´Eixample Barcelona,1.150.000 €,136,3,4,Sin plaza parking,
Piso oportunidad en Besòs - Maresme Barcelona,110.000 €,57,3,1,Sin plaza parking,
Piso joya con mucho potencial en consell de cent (dreta de l'eixample) en Barcelona,445.000 €,109,3,1,Sin plaza parking,
Piso joya en zona privilegiada c/ balmes - córcega (quadrat d'or) en Barcelona,650.000 €,150,4,2,Sin plaza parking,
Piso  en ubicación excepcional en villarroel c/valencia. en Barcelona,430.000 €,114,4,2,Sin plaza parking,
Piso exclusivo piso con espacio exterior en ronda sant pere con bruc en Barcelona,450.000 €,128,3,2,Sin plaza parking,
Piso apartamento a estrenar en una finca regia totalmente reformada en poble-sec en Barcelona,290.000 €,58,2,1,Sin plaza parking,
"Piso 3 habitaciones, balcón,guineueta en La Guineueta Barcelona",139.900 €,60,3,1,Sin plaza parking,
Piso dúplex totalmente reformado en Badal Barcelona,137.500 €,37,1,3.716,Sin plaza parking,
Casa en Verdun Barcelona,288.500 €,97,2,2,,
Piso absolutamente exterior!!!!!!!! en La Verneda - La Pau Barcelona,210.000 €,86,3,1,Sin plaza parking,
Piso 74m en carrer francesc bolos obra nueva en Vilapicina - Torre Llobeta Barcelona,347.000 €,74,2,2,,
"Piso reformado a estrenar, alto en Font de la Guatlla Barcelona",279.000 €,78,2,1,,
Piso en Poble Sec Barcelona,298.000 €,67,2,1,,
Piso en Provençals del Poblenou Barcelona,215.000 €,73,3,1,,
Apartamento piso de 144m² con 7m² terraza en venta en eixample derecho en Barcelona,1.050.000 €,144,3,3,Sin plaza parking,
"Apartamento piso de 144m² en venta en eixample derecho, en Barcelona",1.050.000 €,144,3,3,Sin plaza parking,
Piso  en venta en Gòtic Barcelona,352.000 €,82,3,2,Sin plaza parking,
"Apartamento piso de 106m² en venta en eixample derecho, en Barcelona",750.000 €,106,2,2,Sin plaza parking,
Piso  en rambla badal en Sants Barcelona,180.000 €,64,2,1,Sin plaza parking,
Ático obra nueva con terrazas en Congrés - Indians Barcelona,410.000 €,105,2,2,Sin plaza parking,
Ático 92m obra nueva en El Clot Barcelona,457.000 €,92,2,2,,
Tríplex 350 m2 de vivienda en Camp de l´Arpa Barcelona,390.000 €,333,4,4,Plaza parking ,
Apartamento 131m en carrer de l´argenteria obra nueva en Barcelona,830.000 €,131,2,3,,
Piso  en venta en calle d'aragó en Esquerra Baixa de l´Eixample Barcelona,357.000 €,83,3,1,,
Piso luminoso ático a reformar en plaza tetuán (la dreta de l'eixample) en Barcelona,680.000 €,184,5,3,Plaza parking ,
"Apartamento piso de 144m² en venta en eixample derecho, en Barcelona",1.080.000 €,144,3,3,Sin plaza parking,
Piso ideal inversion para alquilar!!! en La Verneda - La Pau Barcelona,123.000 €,50,2,1,Sin plaza parking,
Ático obra nueva con terrazas en Congrés - Indians Barcelona,410.000 €,105,2,2,Sin plaza parking,
Piso  venta calle biscaia en Navas Barcelona,249.000 €,74,3,1,Sin plaza parking,
Piso oportunidad en Camp de l´Arpa Barcelona,325.000 €,97,3,2,Sin plaza parking,
Ático . impecable atico de lujo en Poblenou Barcelona,1.900.000 €,135,2,2,Plaza parking ,
Ático  de 175m² con 46m² terraza en venta en eixample derecho en Barcelona,2.035.000 €,175,3,3,Sin plaza parking,
Piso 105m obra nueva en Font d´en Fargas Barcelona,495.000 €,105,3,2,,
Dúplex duplex en - sant marti en Sant Martí Barcelona,312.000 €,108,4,2,Sin plaza parking,
Piso en Esquerra Alta de l´Eixample Barcelona,340.000 €,91,3,2,Sin plaza parking,
Piso en Can Baró Barcelona,98.000 €,36,2,1,Sin plaza parking,
Piso 85m en gran de La Sagrera obra nueva en La Sagrera Barcelona,390.000 €,85,3,2,,
Piso oportunidad en jaume huguet en Besòs - Maresme Barcelona,139.000 €,72,3,1,Sin plaza parking,
Piso  en venta - diagonal mar-el front marítim del poblenou en Barcelona,955.500 €,146,4,3,Sin plaza parking,
Apartamento ubicación excelente. en Font de la Guatlla Barcelona,220.000 €,52,1,1,Sin plaza parking,
Planta baja oportunidad en Sants Barcelona,145.000 €,58,2,1,Sin plaza parking,
"Piso tercero con 3 habitaciones, ascensor, parking, calefacción y aire acondicionado en Barcelona",398.000 €,91,3,2,Plaza parking ,
Piso invitación a la vida! en Gòtic Barcelona,790.000 €,105,2,2,Sin plaza parking,
Piso reformado en Prosperitat en Prosperitat Barcelona,187.000 €,60,3,1,Sin plaza parking,
Piso en Sant Martí Barcelona,235.000 €,75,3,1,Sin plaza parking,
Piso  en venta - vilapicina en Turó de la Peira - Can Peguera Barcelona,225.000 €,84,2,1,Sin plaza parking,
Piso bien distribuido en Fort Pienc Barcelona,410.000 €,82,3,1,Sin plaza parking,
Piso en Besòs - Maresme Barcelona,178.500 €,68,1,1,,
Piso  en venta - la marina del port en La Marina-Montjuïc Barcelona,353.500 €,112,4,2,Sin plaza parking,
Piso excelente situación en Esquerra Alta de l´Eixample Barcelona,260.000 €,70,1,1,Plaza parking ,
Piso  en rambla badal en Sants Barcelona,180.000 €,64,2,1,Sin plaza parking,
"Piso céntrico, para entrar a vivir en Sagrada Família Barcelona",230.000 €,75,3,1,,
Piso en Sant Gervasi - Galvany Barcelona,790.000 €,147,3,2,,
Apartamento piso en venta de 44 m2 en Gòtic Barcelona,184.000 €,44,1,1,Sin plaza parking,
Piso Tres Torres - corachán en Tres Torres Barcelona,1.104.000 €,166,3,3,Sin plaza parking,
Ático  de 204m² con 75m² terraza en venta en eixample derecho en Barcelona,1.980.000 €,204,4,4,Sin plaza parking,
Piso 90m en carrer besalu obra nueva en Camp de l´Arpa Barcelona,409.000 €,90,3,2,,
Piso con 4 plazas de parking. edificio palauet mansana. en Barcelona,2.000.000 €,155,3,2,,
Piso espectacular piso a reformar en St. Pere - Sta. Caterina - El Born Barcelona,380.000 €,97,3,2,Sin plaza parking,
Piso se vende la nuda propiedad de una vivienda + parking en el barrio La Sagrera en Barcelona,65.000 €,118,3,2,Plaza parking ,
Ático  de 106m² con 47m² terraza en venta en eixample izquierdo en Barcelona,1.200.000 €,106,3,2,Sin plaza parking,
Apartamento piso de 117m² con 32m² terraza en venta en eixample izquierdo en Barcelona,714.000 €,117,2,3,Sin plaza parking,
Apartamento piso de 70 m² con patio de 16 m² en venta en Sant Gervasi - Galvany en Barcelona,618.000 €,70,2,2,Sin plaza parking,
"Apartamento piso de 58m² en venta en Sant Gervasi - Galvany, en Barcelona",498.000 €,58,1,1,Sin plaza parking,
Apartamento piso de 69 m² con patio en venta en Sant Gervasi - Galvany en Barcelona,595.000 €,69,2,2,Sin plaza parking,
"Apartamento piso de 69m² en venta en Sant Gervasi - Galvany, en Barcelona",583.000 €,69,2,2,Sin plaza parking,
Piso en Dreta de l´Eixample Barcelona,420.000 €,3,2,,Sin plaza parking,
Apartamento bonito Barceloneta 5min mar en Barceloneta Barcelona,175.000 €,35,1,1,Sin plaza parking,
"Apartamento piso de 73m² en venta en Sant Gervasi - Galvany, en Barcelona",639.000 €,73,2,2,Sin plaza parking,
"Apartamento piso de 122m² en venta en eixample izquierdo, en Barcelona",710.500 €,122,3,2,Sin plaza parking,
Piso invitación a la vida! en Gòtic Barcelona,1.200.000 €,165,3,3,Sin plaza parking,
Casa  de 299 m² con 100 m² de terraza en venta en gràcia en Barcelona,1.495.000 €,303,5,4,Plaza parking ,
Piso  en Barceloneta en Barceloneta Barcelona,190.000 €,43,1,1,Sin plaza parking,
Piso en Dreta de l´Eixample Barcelona,261.600 €,63,1,1,Sin plaza parking,
Ático en Camp de l´Arpa Barcelona,390.000 €,70,2,1,,
Piso  ideal inversor!!! en La Marina-Montjuïc Barcelona,269.000 €,78,3,1,,
Piso  ideal para familias en Baix Guinardó Barcelona,285.500 €,72,3,1,,
Casa  / chalet en venta de 480 m2 en Sants Barcelona,1.450.000 €,480,4,3,Sin plaza parking,
Piso en Vila de Gràcia Barcelona,1.080.000 €,189,3,2,,
Piso oportunidad en el Poble Sec. en Poble Sec Barcelona,199.000 €,63,1,1,,
Piso luminoso y amplio piso en el centro de Horta en Barcelona,540.000 €,149,4,2,,
Ático 73m en carrer escoles obra nueva en El Clot Barcelona,475.000 €,73,2,1,,
Piso a reformar. en Sant Antoni Barcelona,360.000 €,85,4,2,Sin plaza parking,
"Piso en carrer josep sangenis piso con 2 habitaciones con ascensor, calefacción y aire acondicionado en Barcelona",275.000 €,68,2,1,Sin plaza parking,
Piso en Camp d´en Grassot - Gràcia N. Barcelona,360.000 €,105,3,2,,
Dúplex 80m en carrer escoles obra nueva en El Clot Barcelona,365.000 €,80,2,2,,
Piso en Fort Pienc Barcelona,498.000 €,140,3,2,Sin plaza parking,
Piso  con terraza de 36m2 en c/laforja (gervasi-galvany) a la altura de santaló en Barcelona,650.000 €,126,4,2,Sin plaza parking,
"Apartamento piso de 70m² en venta en Sant Gervasi - Galvany, en Barcelona",599.000 €,70,2,2,Sin plaza parking,
Ático 65m en carrer escoles obra nueva en El Clot Barcelona,395.000 €,65,2,1,,
"Piso propiedad de diseño complemente amueblada y decorada a estrenar junto a ""plaça espanya"" en Barcelona",489.000 €,80,2,2,Sin plaza parking,
Piso junto ganduxer en Sant Gervasi - Galvany Barcelona,1.650.000 €,298,4,5,Plaza parking ,
Piso 65m en carrer escoles obra nueva en El Clot Barcelona,415.000 €,65,2,1,,
Piso 82m obra nueva en El Clot Barcelona,385.500 €,82,2,2,,
Piso 75m obra nueva en El Clot Barcelona,380.000 €,75,2,2,,
Piso 75m obra nueva en El Clot Barcelona,357.000 €,75,2,2,,
Piso 75m obra nueva en El Clot Barcelona,381.000 €,75,2,2,,
Piso 75m obra nueva en El Clot Barcelona,385.000 €,75,2,2,,
Piso 112m en carrer escoles obra nueva en El Clot Barcelona,594.448 €,112,4,2,,
Estudio en St. Pere - Sta. Caterina - El Born Barcelona,155.000 €,40,1,3.875,Sin plaza parking,
Apartamento 51m en carrer riereta obra nueva en Raval Barcelona,289.000 €,51,1,1,,
Apartamento 88m en carrer riereta obra nueva en Raval Barcelona,480.000 €,88,2,2,,
Apartamento 92m en carrer riereta obra nueva en Raval Barcelona,474.000 €,92,2,2,,
Piso  en eixample esq. en Esquerra Alta de l´Eixample Barcelona,380.000 €,92,4,2,,
Dúplex precioso triplex con acabados de gran calidad en Barcelona,1.100.000 €,225,3,2,Plaza parking ,
Piso 104m en carrer escoles obra nueva en El Clot Barcelona,470.000 €,104,3,2,,
Piso 63m en carrer escoles obra nueva en El Clot Barcelona,375.000 €,63,2,1,,
Piso loft rehabilitado en Sagrada Família Barcelona,590.000 €,202,1,1,Sin plaza parking,
Dúplex 86m en carrer francesc bolos obra nueva en Vilapicina - Torre Llobeta Barcelona,447.000 €,86,2,2,,
Piso  en venta 270 m2 en galvany en Sant Gervasi - Galvany Barcelona,1.650.000 €,320,5,4,Plaza parking ,
Piso en Barceloneta Barcelona,357.524 €,77,2,1,Sin plaza parking,
Piso  obra nueva en Taxonera Barcelona,240.000 €,68,2,1,Sin plaza parking,
Piso oportunidad en Congrés - Indians Barcelona,207.000 €,65,3,1,Sin plaza parking,
Piso en Sant Gervasi - Bonanova Barcelona,300.000 €,70,3,2,,
Piso  con dos balcones en calle foradada en Trinitat Vella Barcelona,215.000 €,103,4,2,,
Piso en Les Corts Barcelona,280.000 €,45,1,1,Sin plaza parking,
Piso  con estilo y terraza en avda. diagonal en Barcelona,1.050.000 €,168,3,2,Plaza parking ,
Piso gran finca con piscina!!! en Font de la Guatlla Barcelona,273.000 €,70,2,1,,
Piso  en venta - la dreta de l´ eixample en Camp d´en Grassot - Gràcia N. Barcelona,195.740 €,62,3,1,Sin plaza parking,
Dúplex  con patio en venta - el Guinardó en Barcelona,486.000 €,152,3,2,Sin plaza parking,
Piso en Gòtic Barcelona,790.000 €,135,3,3,Sin plaza parking,
Piso  3 habitaciones en Sant Genís dels Agudells Barcelona,214.500 €,83,3,2.584,Sin plaza parking,
Piso  en venta - el guinardó en Vilapicina - Torre Llobeta Barcelona,263.500 €,84,3,1,Sin plaza parking,
Piso  en venta con terraza - el Guinardó en Guinardó Barcelona,289.000 €,68,1,1,Plaza parking ,
Piso  en venta - Sants en Sants Barcelona,170.000 €,49,2,1,Sin plaza parking,
Piso oportunidad en Camp de l´Arpa Barcelona,205.000 €,62,4,1,Sin plaza parking,
Piso  reformado a estrenar en Vila de Gràcia Barcelona,280.000 €,65,1,1,Sin plaza parking,
Piso  con terraza en Sarrià en Sarrià Barcelona,480.000 €,103,4,2,Sin plaza parking,
Piso  a reformar gvcc en Fort Pienc Barcelona,247.000 €,81,3,1,,
Piso en Sant Gervasi - Bonanova Barcelona,300.000 €,70,3,2,,
Piso  con 3 habitaciones en La Verneda - La Pau Barcelona,150.000 €,56,3,1,,
Piso oportunidad en Congrés - Indians Barcelona,207.000 €,65,3,1,Sin plaza parking,
Piso  3 dormitorios con terraza en Bon Pastor Barcelona,189.000 €,75,3,1,,
Piso 75m obra nueva en El Clot Barcelona,364.000 €,75,2,2,,
Piso en carrer gonzalez tablas en Pedralbes Barcelona,718.500 €,147,3,2,Plaza parking ,
Piso reformado en calle padilla en Sagrada Família Barcelona,315.000 €,78,2,1,Sin plaza parking,
Piso amplio y soleado en Tres Torres Barcelona,975.000 €,184,3,2,Plaza parking ,
Piso en El Clot Barcelona,248.500 €,65,1,1,,
Piso en Gòtic Barcelona,264.000 €,53,1,1,,
Piso  en la calle londres. en Esquerra Alta de l´Eixample Barcelona,440.000 €,112,2,3.929,,
Piso en carrer felix marti alpera en La Verneda - La Pau Barcelona,149.000 €,79,3,1,Sin plaza parking,
Apartamento en Glòries El Parc Barcelona,310.000 €,73,3,1,,
Piso en carrer del congrés 80 promoción obra nueva - 66 mtrs - 2hab - 1 baño en Barcelona,330.000 €,66,2,1,,
Apartamento  tutelado en Dreta de l´Eixample Barcelona,300.000 €,40,1,1,Plaza parking ,
Piso reformados en francesc macià en Esquerra Alta de l´Eixample Barcelona,630.000 €,84,2,2,Sin plaza parking,
Piso nuevo estilo de vida junto a francesc macià en Barcelona,570.000 €,87,3,1,Sin plaza parking,
Piso increíble piso reformado en Pedralbes Barcelona,450.000 €,63,2,2,Sin plaza parking,
Piso bonito y amplio piso típico del eixample en Esquerra Alta de l´Eixample Barcelona,815.000 €,133,4,2,Sin plaza parking,
Piso triplex con jardín y piscina en Sant Gervasi - Bonanova Barcelona,2.450.000 €,274,4,3,Plaza parking ,
Piso oportunidad passeig sant gervasi en Sant Gervasi - Bonanova Barcelona,515.000 €,118,3,2,Sin plaza parking,
"Piso  venta horta guinardó, 189000€ en Can Baró Barcelona",189.000 €,175,4,3,Sin plaza parking,
