	CODI_VIA	TIPUS_VIA	NOM_OFICIAL	NOM_CURT	DESCRIPCION	FECHA_APROBACION	NOMBRES_ANTERIORES	DISTRICTOS
3397	352507	Pg	Passeig de la Vall d'Hebron	Pg Vall d'Hebron	Joaquima de Vedruna i Vidal de Mas (Barcelona 1783 - 1854). Fundadora de la orden de las Carmelitas de la Caridad.	09/07/1983 ( )	Vedruna	HORTA-GUINARDÓ (07)
3398	352653	C	Carrer de la Vall d'Ordesa	Vall d'Ordesa	En la edad media, autoridad delegada de la Corona, con jurisdicción gubernativa, administrativa y judicial.	03/02/1955 ( )		CIUTAT VELLA (01)
3399	352700	C	Carrer del Vallès	Vallès	"Los terrenos donde se abrió la calle eran en el paraje ""les basses de Sant Joan"", terrenos de los Grassot que serían del marqués de Castelldosrius. La calle la encontramos dedicada a Joaquim Maria Vehils i Fuchs (Barcelona 1857 - 1934). Músico. Director de orquesta y empresario del Liceo de Barcelona. No se ha podido comprobar de forma fehaciente esta dedicación."			SANT MARTÍ (10)
3400	352904	C	Carrer del Vallespir	Vallespir	Topónimo documentado el 1068, cerca de <i>Petras Albas</i>.	20/12/1979 ( )	Veintinueve de Octubre	LES CORTS (04)
3401	353000	C	Carrer de Vallfogona	Vallfogona	En recuerdo del hecho de armas de Montjuïc, derrota de las tropas de Felipe IV comandadas por el marqués de Los Vélez, por las fuerzas catalanas en la guerra de los Segadores (1641). Fueron sus artífices: Pau Claris, presidente de la Generalitat; Joan Per	23/03/1911 ( )	Veintiseis de Enero; General Ibañez; Dos de Mayo	SANTS-MONTJUÏC (03)
3402	353306	C	Carrer de Vallhonrat	Vallhonrat	Diego Rodríguez de Silva y Velázquez (Sevilla 1599 - Madrid 1660). Pintor de la escuela de Sevilla. Fue nombrado pintor del rey (1623), ayuda de cámara del rey en el año 1643 y superintendente de las obras particulares de la Corona (1644). Académico de San Luca de Roma (1650).	06/05/1915 ( )	Huerto	GRÀCIA (06)
3403	353408	C	Carrer de Vallirana	Vallirana	Velia fue una ciudad de la Magna Grecia, llamada originariamente Elea. Como fruto de la talasocracia griega, la penetración del comercio y la cultura griega en la península Ibérica fue, en un periodo de trescientos o cuatro cientos años, muy importante. La calle está dedicada a la <i>Velia hispánica</i> que, según Claudi Ptolomeu, se situa en el norte peninsular, en una franja territorial entre las ciudades de Oviedo y Vitoria. El emplazamiento exacto no se ha encontrado, pero se sabe a ciencia cierta que acuñaron moneda. Clasificada la moneda como ibérica, se encuentra con el nombre <i>Kueliokos</i>, traducción ibérica de Velia. Hay que destacar el detalle de dos delfines que figuran en las monedas de un pueblo tierra adentro que teóricamente nunca había visto el mar.	 ( )		NOU BARRIS (08) SANT ANDREU (09)
3404	353500	C	Carrer de Vallmajor	Vallmajor	Evocador nombre en referencia a las antiguas viñas del lugar.		Vendimia	HORTA-GUINARDÓ (07)
3405	353601	C	Carrer de Vallmitjana	Vallmitjana	Por la heredad Mas Vendrell, de más de seiscientos años de antigüedad. En 1893, la familia Vendrell de Pedralbes vendió los terrenos donde se abrió la calle a Consol de Moragas y de Quintana, marquesa de Moragas.	19/01/1893 ( )		SARRIÀ-SANT GERVASI (05)
3406	353656	C	Carrer de Valls	Valls	Debe su nombre a Venecia, ciudad italiana.	05/09/1907 ( )	Cruz; Iglesia	HORTA-GUINARDÓ (07)
3407	353703	C	Carrer de Vallpar	Vallpar	Antonio de Venero y Venero Borgoña Cosío de la Hoz. Terrateniente del lugar. Su hijo Francesc de Venero de Valera y Sisteré, abogado, vendió los terrenos en 1889.			SANT MARTÍ (10)
3408	353769	Camí	Camí de Vallvidrera al Tibidabo	Camí Vallvi Tibida	Debe su nombre a Venezuela, estado de Sudamérica.		Venezuela; Almogávares (2n tram); Las Glorias; Lletra S (Pla Cerdà)	SANT MARTÍ (10)
3409	353805	Av	Avinguda de Vallvidrera	Av Vallvidrera	Ignasi Ventalló i Llobateras (1814 - 1885). Propietario. Compró los terrenos entre 1862 y 1864.			GRÀCIA (06)
3410	353907	Camí	Camí de Vallvidrera	Camí Vallvidrera	Ventura Rodríguez Tizón (Cienpozuelos 1712 - Madrid 1785). Arquitecto castellano. En Barcelona proyectó y dirigió el Colegio de Cirugía, 1761.	28/01/1959 ( )		HORTA-GUINARDÓ (07)
3411	353951	Rier	Riera de Vallvidrera	Rier Vallvidrera	La diosa mitológica de la belleza y del amor.			GRÀCIA (06)
3412	353973	Parc	Parc Forestal de Vallvidrera	Parc F Vallvidrera	Debe su nombre a Veracruz, ciudad de Méjico. Espacio urbano situado en el extremo norte del polígono industrial del Bon Pastor, donde los viales están dedicados a ciudades de América Latina.	25/05/1966 ( )		SANT ANDREU (09)
3413	354003	Ctra	Carretera de Vallvidrera a Barcelona	Ctra Vallv a Barna	Callejón en el que había instalado un laboratorio de sulfato de cobre (<i>verdín</i>). Los terrenos habían sido dominio de Gaietà de Vilallonga i de Marimon, barón de Segur.		Bardet	SANT ANDREU (09)
3414	354455	C	Carrer de l'Escar	Escar	Giuseppe Fortunino Francesco Verdi (Roncole, cerca de Bussetto, Parma 1813 - Milà 1901). Compositor italiano. Principal figura musical del Risorgimento.	05/09/1907 ( )	Ancha; Monjas	GRÀCIA (06)
3415	354502	C	Carrer de Varsòvia	Varsòvia	Por la batalla de Verdún de la Primera Guerra Mundial (1914-1918). Leyendo las actas municipales de la época uno se da cuenta de que el Ayuntamiento de Barcelona era profundamente francófilo: telegramas interesándose por la salud de Clemenceau, jefe del gobierno francés, a raíz de un atentado; nombramientos como ciudadanos honorarios de Barcelona de los presidentes de los consejos de ministros de Francia y de Gran Bretaña; monumento a los soldados catalanes fallecidos en el campo de batalla de Francia; ayuda en la reconstrucción de una ciudad francesa, y aprobación de la plaza del 11 de noviembre de 1918 (actualmente plaza de Ramón Berenguer el Grande), el paseo del Mariscal Joffre (actual avenida de Borbó que también lo fue la plaza de Vázquez de Mella) y también el paseo de Verdun. En las actas de aprobación de estos nombres no se explica el significado de cada uno porque todo el mundo ya sabía suficientemente el origen.	18/06/1919 ( )	Durruti	NOU BARRIS (08)
3416	354604	C	Carrer de Bascònia	Bascònia	Debe su nombre a Vergara, ciudad vasca en la que, el 31 de agosto de 1839, se ratificó el convenio Maroto-Espartero que ponía fin a la guerra civil carlista.		Vergara	EIXAMPLE (02)
3417	354706	C	Carrer de Vayreda	Vayreda	Familia de pintores catalanes de los siglos XV y XVI. Los hermanos Jaume y Francesc Vergós, sus hijos Jaume (Barcelona ? - 1503) y Francesc, respectivamente, y los de este último Jaume: Pau (? - 1495) y Rafael (? - 1500). Últimos representantes de la pintura catalana cuatrocentista.	18/05/1927 ( )	Llobregat	SARRIÀ-SANT GERVASI (05)
3418	354808	Pl	Plaça de Vázquez de Mella	Pl Vázquez Mella	En referencia al nombre del barrio.		Cº de la Verneda (un tram)	SANT MARTÍ (10)
3419	354900	C	Carrer de Veciana	Veciana	Bosque de alisos. Por extensión, las orillas de los ríos llenos de vegetación se llaman en catalán <i>vernedes</i>. De ahí el nombre del barrio de la orilla derecha del río Besòs.			SANT MARTÍ (10)
3420	355006	C	Carrer de Santa Joaquima de Vedruna	Sta Joaquima Vedru	"En el lugar del muy antiguo ""molí de la Verneda""."	30/12/1953 ( )	Núm. 2	SANT ANDREU (09) SANT MARTÍ (10)
3421	355108	C	Carrer del Veguer	Veguer	Por la misma dedicación que la calle.	02/11/1977 ( )		SANT MARTÍ (10)
3422	355200	C	Carrer de Vehils	Vehils	Debe su nombre al aliso, el árbol.	20/12/1979 ( )		SARRIÀ-SANT GERVASI (05)
3423	355301	Pl	Plaça del Coll de Finestrelles	Pl Coll Finestrell	Francesc de Puigpardines, señor de Verntallat y de Violant, vizconde de Hostoles (Les Preses, La Garrotxa 1444 - Barcelona 1500). Jefe de las huestes <i>remença</i>. Capitán real de Juan II. Fernando II le regaló unas casas en Barcelona (1488).	21/12/1921 ( )	Olivo	GRÀCIA (06)
3424	355403	C	Carrer del Vint-i-sis de Gener de 1641	Vint-i-sis Gener	Recuerda a la mujer palestina que, según los Evangelios, enjugó la cara de Jesús subiendo al Calvario quedando su huella impresa en el velo.		Camprodon	CIUTAT VELLA (01)
3425	355505	C	Carrer de Velázquez	Velázquez	Apellido de una notable familia barcelonesa relacionada, probablemente, con propiedades existentes en la calle. Destaca Ferran de Bertrellans (siglo XIV), prohombre barcelonés, ciudadano honrado.		Vertrallans	CIUTAT VELLA (01)
3426	355709	C	Carrer de Vèlia	Vèlia	Debe su nombre al Vesubio, volcán de Italia.		Vesubio	NOU BARRIS (08)
3427	355800	C	Carrer de la Verema	Verema	Debe su nombre a la Vía Lactia, la galaxia. Calle del Rectoret, donde muchos de los nombres de los viales fueron puestos por los vecinos.	20/12/1979 ( )		SARRIÀ-SANT GERVASI (05)
3428	355902	C	Carrer de Vendrell	Vendrell	Miquel Biada i Bunyol (Mataró 1789 -1848). Armador y empresario, impulsor de la construcción del primer ferrocarril de Cataluña, inaugurado el 28 de Octubre de 1848. (Calle abierta alrededor de los años 1840-1843)	28/01/1918 ( )	Viada (Salvador Viada i Vilaseca); Descubrimiento, abans de 1907	GRÀCIA (06)
3429	356009	C	Carrer de Venècia	Venècia	Salva la riera de Vallcarca, contracción de <i>vall càrcara</i> o valle encajonado, por donde se deslizaban las aguas del torrente Merdançà.	28/09/1915 ( )	Av. del Viaducto de Vallcarca	GRÀCIA (06)
3430	356100	C	Carrer de Venero	Venero	"Existía en la calle la casa denominada ""la vicaria"", residencia de los vicarios que ejercían las funciones parroquiales en la Barceloneta, como sufragánea de Santa María del Mar antes de ser declarada parroquia San Miguel del Port (1835)."			CIUTAT VELLA (01)
3431	356202	C	Carrer de Veneçuela	Veneçuela	Vicent López i Portaña (Valencia, Horta 1772 Madrid 1850). Pintor. Director de la Academia de San Carlos (1801) en Valencia. Pintor de cámara. Director del Museo del Prado. Artista representativo de la época de Fernando VII.		Vicente López	HORTA-GUINARDÓ (07)
3432	356304	C	Carrer de Ventalló	Ventalló	"Vicent Martín i Soler (Valencia, Horta 1754 - San Petersburgo 1806). Compositor. Cultivó fundamentalmente la ópera. Fue conocido en Italia como ""Martini lo Spagnolo"". Es considerado uno de los mejores de la escuela napolitana."	 ( )		LES CORTS (04)
3433	356406	C	Carrer de Ventura Rodríguez	Ventura Rodríguez	Vicenç Martorell i Portas (Sant Feliu de Guíxols, Baix Empordà 1879 - Barcelona 1956). Ingeniero militar y cartógrafo. Fundador del Servicio Parcelario del Ayuntamiento de Barcelona, que se denominó posteriormente <i>Pla de Ciutat</i>.	31/05/1957 ( )	Vicente Martorell	CIUTAT VELLA (01)
3434	356508	C	Carrer de Venus	Venus	Vicenç Montal i Artigas, agente de cambio y bolsa, propietario del lugar desde 1955.		Vicente Montal	SANT ANDREU (09)
3435	356600	Pl	Plaça de Veracruz	Pl Veracruz	Antonio Vico (Jerez de la Frontera 1840 - Nuevitas, Cuba 1902). Actor teatral andaluz. Había actuado en Barcelona entre 1888 y 1890.	05/09/1907 ( )	Puig	SARRIÀ-SANT GERVASI (05)
3436	356701	C	Carrer del Verdet	Verdet	Víctor Balaguer i Cirera (Barcelona 1824 - Madrid 1901). Político, historiador, poeta y dramaturgo. Mantenedor de los Juegos Florales y maestro en gaia ciencia. Periodista. Ministro de Fomento y de Ultramar en el reinado de Amadeo I.	28/11/1980 ( )		CIUTAT VELLA (01)
3437	356803	C	Carrer de Verdi	Verdi	Lluís Companys i Jover (el Tarròs, Urgell 1882 - Castell de Montjuïc, Barcelona 1940). Presidente de la Generalitat (1934 y de 1936 a 1940). Proclamó el Estado Catalán dentro de la República Federal Española (1934).	20/12/1979 ( )	Salón de Víctor Pradera; Fermín Galán; Salón de San Juan; Núm. 35 (Pla Cerdà)	CIUTAT VELLA (01) EIXAMPLE (02)
3438	356905	Pg	Passeig de Verdum	Pg Verdum	"La calle más importante del núcleo urbano del mismo nombre: el antiguo <i>Petras Albas</i>, es decir, ""piedras albas"" o ""piedras blancas"". Pedralbes fue, también, nombre de una antigua familia."	20/12/1979 ( )	Victoria, 07/03/1939; Pedralbes, 10/05/1904	LES CORTS (04)
3439	357001	C	Carrer de Bergara	Bergara	En el siglo XVII se instaló en la calle una capillita dedicada a la Virgen de la Victoria.		San Vicente; Romaguera	CIUTAT VELLA (01)
3440	357103	C	Carrer dels Vergós	Vergós	El Cinc d'Oros es el nombre popular con el que era conocida esta plaza. Provenía del efecto visual que producían la rotonda central del cruce del paseo de Gràcia con la Diagonal y cuatro de las seis farolas colocadas en los extremos de este mismo cruce, que recordaba a las figuras del naipe del cinco de oros. Estas farolas, obra de Pere Falqués de 1909, culminaron la urbanización del lugar. No obstante, fueron retiradas en 1957 porque obstruían el tráfico, y hoy están instaladas en la avenida de Gaudí. La plaza se llamó plaza de la Victoria  hasta 1981, cuando se cambió el nombre por plaza de Joan Carles I. Otros nombres populares que ha recibido esta plaza son plaza del loro, por el águila imperial franquista que se instaló coronando el obelisco, después de la Guerra Civil, o plaza del lápiz, cuando el águila fue retirada después de la victoria aliada en la Segunda Guerra Mundial y quedó solo el obelisco.	31/03/2017 ( )	Joan Carles I; Victoria	EIXAMPLE (02)
3441	357409	C	Carrer de la Verneda	Verneda	Debe su nombre al margallón, el árbol. Forma parte de un conjunto de calles con nombres de árboles y arbustos en la barriada del Rectoret.	10/04/1981 ( )	Victòria dels Àngels; Ctra. del Atajo	SARRIÀ-SANT GERVASI (05)
3442	357500	Camí	Camí de la Verneda	Camí Verneda	Debe su nombre a Vic (del latín <i>Vicus</i>), municipio capital de la comarca de Osona.	05/09/1907 ( )	Vich; San Miguel, abans de 1907	GRÀCIA (06)
3443	357602	Pg	Passeig de la Verneda	Pg Verneda	Debe su nombre a la cepa. Junto con la calle de l'Espiga, recuerdan los elementos básicos del pan y del vino y su transubstanciación. Viales situados en ambos lados de la plaza del Congrés Eucarístic.	30/05/1953 ( )	Vid	SANT ANDREU (09)
3444	357646	Pl	Plaça de la Verneda	Pl Verneda	En esta calle eran propietarios, en el primer tercio del siglo XX, los hermanos Enric y Eduard Vidal i Juan, y las hermanas Maria y Alberta Guasch i Marcé.	31/10/1955 ( )	Pje. Flammarión	NOU BARRIS (08)
3445	357657	Camí	Camí dels Verns	Camí Verns	Aleix Vidal-Quadras i Villavecchia (Barcelona 1862 - 1940). Propietario de la finca desde el año 1900, por compra a Miquel Campanyà y Antoni Brosa. Vendió la propiedad, en el año 1908, a Carles Vidal-Quadras i Villavecchia (Barcelona 1864 - 1933), banquero. Estos terrenos habían sido propiedad del marqués de Barberà y conde de la Solterra. Los otros dos hermanos, Manuel y Lluís, tenían propiedades en Sarrià. Eran hijos de Aleix Vidal i Ramon (Santiago de Cuba 1826 - Barcelona 1914), viudo de Isabel Rabasa, casado con Mercè Villavecchia i Busquets). A éste, el 25 de mayo de 1898, la reina regente le concedió la gracia de componer el apellido añadiéndole Quadras. La calle se considera dedicada a su memoria. Por otra parte, el 29 de noviembre de 1866, el Ayuntamiento de Sarrià dio las gracias públicamente a Manuel Vidal i Quadras, propietario, por haber dado suministro de agua a las fuentes públicas.	18/05/1927 ( )	Vidal y Quadras; Siglo XX	SARRIÀ-SANT GERVASI (05)
3446	357704	C	Carrer de Verntallat	Verntallat	Eduard Vidal i Valenciano (Vilafranca del Penedès, Alt Penedès 1838 - Barcelona 1899). Comediógrafo, político y escritor. Miembro de la Academia de Buenas Letras de Barcelona, en 1898. Militó en el Partido Republicano de Castelar.	05/09/1907 ( )	Rocafort	SANT MARTÍ (10)
3447	357806	Pl	Plaça de la Verònica	Pl Verònica	Carles Gumersind Vidiella i Esteban (Arenys de Mar, Maresme 1856 - Barcelona 1915). Pianista. Se dedicó a la enseñanza.	10/05/1917 ( )	Clavé	SANT MARTÍ (10)
3448	357908	C	Carrer de Bertrellans	Bertrellans	Los vidrieros se establecieron allí en el siglo XIII.		Formatgeria	CIUTAT VELLA (01)
3449	358004	C	Carrer del Vesuvi	Vesuvi	"Antiguamente ""Forn del Vidre"", por un horno de vidrio que estaba establecido en el lugar y que dio nombre, además, a la finca l'Hort del Vidre, que compraron en el año 1717 los capuchinos del convento del Monte Calvario a un tal Peguera, para construir allí el convento (1718), posteriormente derribado (1848). En el lugar que ocupaba está hoy la plaza Reial."		Vidrio; Forn del Vidre; Viladalls; Quintana	CIUTAT VELLA (01)
3450	358059	C	Carrer de la Via Làctia	Via Làctia	Existía, en la calle, una fábrica de vitriolo, es decir, de ácido sulfúrico.	 ( )		SANTS-MONTJUÏC (03)
3451	358106	C	Carrer de Biada	Biada	Llevaba a una vieja cantera.	 ( )		NOU BARRIS (08)
3452	358300	Viad	Viaducte de Vallcarca	Viad Vallcarca	Nombre dado popularmente porque soplaba el viento que impulsaba las corrientes desviadas por el cercano Turó de la Peira.		Viento; Baja de Mariné (un tram)	HORTA-GUINARDÓ (07)
3453	358401	C	Carrer de la Vicaria	Vicaria	En un documento del año 1492 se cita la calle dels <i>Bigatans</i>, y en otro documento antiguo se escribe <i>Viguetans</i>. Se dice que el nombre de la calle podía provenir de algún hostal frecuentado por mercaderes de Vic; lo que no es probable, por el sufijo, es que el nombre se refiera a los constructores de vigas para los artesonados de madera.		Armengau	CIUTAT VELLA (01)
3454	358503	C	Carrer de Vicent López	Vicent López	Por el nombre de la villa que allí se encuentra. Incluido dentro del parque de Vallvidrera.	 ( )		SARRIÀ-SANT GERVASI (05)
