name,ISIN,Ticker,Fund CCY,Fund size [M],TER in % p.a.,1Y in %,3Y in %,5Y in %,2020 in %,2019 in %,2018 in %,2017 in %
WisdomTree S&P China 500 UCITS ETF USD,LU1440654330,CHIN,USD,61,0.55%,33.18%,36.00%,-,21.25%,31.25%,-19.52%,25.45
WisdomTree US Equity Income UCITS ETF,IE00BQZJBQ63,DHS,USD,14,0.29%,20.74%,27.80%,34.95%,-13.76%,23.94%,-3.56%,-2.34
WisdomTree US Equity Income UCITS ETF Acc,IE00BD6RZT93,DHSA,USD,28,0.29%,21.74%,28.85%,-,-13.77%,24.00%,-3.59%,-2.34
WisdomTree US Equity Income UCITS ETF EUR Hedged Acc,IE00BD6RZW23,-,EURHedged,0,0.35%,31.97%,16.86%,-,-7.17%,17.98%,-10.63%,9.01
WisdomTree US Quality Dividend Growth UCITS ETF USD Acc,IE00BZ56RG20,DGRA,USD,56,0.33%,30.05%,57.94%,-,3.72%,31.55%,-1.22%,11.18
Xetra-Gold,DE000A0S9GB0,-,EUR,"10,431",0.00%,-3.01%,35.73%,35.53%,13.18%,21.13%,3.25%,-1.70
Xtrackers Artificial Intelligence and Big Data UCITS ETF 1C,IE00BGV5VN51,XAIX,USD,529,0.35%,69.37%,-,-,25.91%,-,-,-
Xtrackers ATX UCITS ETF 1C,LU0659579063,XB4A,EUR,68,0.25%,53.68%,-0.70%,60.08%,-10.85%,19.91%,-18.12%,33.78
Xtrackers Australia Government Bond UCITS ETF 1C,LU0494592974,XCS2,AUD,40,0.25%,10.05%,15.78%,13.63%,4.80%,9.59%,-0.77%,-2.27
Xtrackers Barclays Global Aggregate Bond Swap UCITS ETF 1D,LU0942970103,XBAG,USD,156,0.15%,-3.34%,12.56%,7.93%,-0.19%,9.05%,3.05%,-6.00
Xtrackers Barclays Global Aggregate Bond Swap UCITS ETF 5C EUR hedged,LU0942970798,XBAE,EURHedged,327,0.20%,0.31%,5.79%,4.47%,4.02%,5.02%,-1.43%,0.46
Xtrackers CAC 40 UCITS ETF 1D,LU0322250985,DX2G,EUR,143,0.20%,41.72%,27.40%,65.87%,-5.16%,31.54%,-9.66%,13.09
Xtrackers CSI 300 Swap UCITS ETF 1C,LU0779800910,XCHA,USD,"1,381",0.50%,42.07%,56.98%,86.67%,32.87%,44.61%,-21.41%,16.61
Xtrackers DAX UCITS ETF 1C,LU0274211480,DBXD,EUR,"3,996",0.09%,46.40%,22.51%,54.44%,3.02%,24.94%,-18.56%,11.94
Xtrackers DAX UCITS ETF Income 1D,LU0838782315,XDDX,EUR,583,0.09%,46.32%,22.37%,54.25%,3.25%,24.82%,-18.59%,11.93
Xtrackers DB Bloomberg Commodity Optimum Yield Swap UCITS ETF 2C EUR hedged,LU0429790743,DBZN,EURHedged,21,0.24%,33.30%,-4.96%,5.29%,-2.09%,2.80%,-12.98%,1.01
Xtrackers DBLCI Commodity Optimum Yield Swap UCITS ETF 1C EUR hedged,LU0292106167,DXSM,EURHedged,199,0.55%,38.42%,-3.11%,11.97%,-2.86%,4.42%,-14.16%,3.14
Xtrackers Emerging Markets USD Government and Government-Related Bond Select UCITS ETF 1C EUR hedged,LU0321462953,DXSU,EURHedged,400,0.40%,15.58%,1.76%,5.24%,1.44%,11.44%,-8.41%,5.19
Xtrackers EONIA Swap Swap UCITS ETF 1C,LU0290358497,DBXT,EUR,401,0.10%,-0.57%,-1.55%,-2.55%,-0.57%,-0.49%,-0.49%,-0.50
Xtrackers EONIA Swap Swap UCITS ETF 1D,LU0335044896,DX22,EUR,6,0.10%,-0.59%,-1.57%,-2.57%,-0.56%,-0.50%,-0.49%,-0.55
Xtrackers ESG USD Corporate Bond UCITS ETF 1C,IE00BL58LJ19,XZBU,USD,18,0.16%,-,-,-,-,-,-,-
Xtrackers ESG USD Corporate Bond UCITS ETF 2C EUR hedged,IE00BL58LL31,XZBE,EURHedged,8,0.21%,-,-,-,-,-,-,-
Xtrackers EUR Corporate Bond UCITS ETF 1C,LU0478205379,D5BG,EUR,"2,099",0.12%,8.79%,7.38%,9.98%,2.47%,6.12%,-1.58%,1.68
Xtrackers EUR High Yield Corporate Bond UCITS ETF 1C,LU1109943388,XHYA,EUR,101,0.20%,19.70%,9.99%,-,1.53%,9.29%,-3.84%,-
Xtrackers EUR High Yield Corporate Bond UCITS ETF 1D,LU1109942653,XHYG,EUR,461,0.20%,19.67%,9.95%,21.09%,1.51%,9.31%,-3.88%,4.53
Xtrackers EUR Liquid Corporate 12.5 Swap UCITS ETF 1C,IE00B3Z66S39,D3V3,EUR,241,0.35%,6.59%,19.29%,26.42%,6.30%,17.40%,-0.90%,5.69
Xtrackers EURO STOXX 50 UCITS ETF 1C,LU0380865021,DXET,EUR,"4,178",0.09%,42.96%,27.46%,59.24%,-2.88%,29.49%,-12.18%,9.93
Xtrackers EURO STOXX 50 UCITS ETF 1D,LU0274211217,DBXE,EUR,"2,757",0.09%,42.88%,27.37%,59.10%,-2.93%,29.47%,-12.50%,10.30
Xtrackers EURO STOXX Quality Dividend UCITS ETF 1D,LU0292095535,DXSA,EUR,262,0.30%,31.46%,9.71%,38.53%,-9.31%,22.11%,-13.09%,9.66
Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1C,LU0290356871,DBXP,EUR,575,0.15%,0.41%,-0.53%,-0.91%,-0.09%,0.15%,-0.42%,-0.48
Xtrackers Eurozone Government Bond 1-3 UCITS ETF 1D,LU0614173549,X03B,EUR,12,0.15%,0.41%,-0.54%,-0.91%,-0.09%,0.16%,-0.39%,-0.50
Xtrackers Eurozone Government Bond 15+ UCITS ETF 1C,LU0290357507,DBXF,EUR,26,0.15%,5.94%,21.33%,22.64%,12.05%,15.68%,2.71%,-1.29
Xtrackers Eurozone Government Bond 25+ UCITS ETF 1C,LU0290357846,DBXG,EUR,112,0.15%,6.47%,28.16%,29.72%,16.97%,20.79%,4.46%,-2.25
Xtrackers Eurozone Government Bond 3-5 UCITS ETF 1C,LU0290356954,DBXQ,EUR,317,0.15%,2.32%,3.25%,3.99%,1.53%,2.60%,-0.14%,-0.19
Xtrackers Eurozone Government Bond 3-5 UCITS ETF 1D,LU0614173895,X03C,EUR,22,0.15%,2.31%,3.24%,3.99%,1.53%,2.61%,-0.10%,-0.23
Xtrackers Eurozone Government Bond 5-7 UCITS ETF 1C,LU0290357176,DBXR,EUR,491,0.15%,3.27%,5.95%,7.05%,2.88%,4.19%,0.05%,0.36
Xtrackers Eurozone Government Bond 7-10 UCITS ETF 1C,LU0290357259,DBXB,EUR,165,0.15%,3.79%,9.75%,12.12%,4.41%,6.71%,1.03%,0.95
Xtrackers Eurozone Government Bond UCITS ETF 1C,LU0290355717,DBXN,EUR,"2,822",0.15%,3.31%,8.78%,9.74%,4.85%,6.56%,0.64%,-0.03
Xtrackers Eurozone Government Bond UCITS ETF 1D,LU0643975591,X03F,EUR,454,0.09%,3.39%,8.91%,9.87%,4.92%,6.59%,0.67%,0.24
Xtrackers Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1C,LU0925589839,XYP1,EUR,510,0.15%,1.49%,1.46%,1.54%,0.59%,1.21%,-0.08%,-0.27
Xtrackers Eurozone Government Bond Yield Plus 1-3 UCITS ETF 1D,LU0975334821,XY1D,EUR,10,0.15%,1.49%,1.47%,1.53%,0.59%,1.21%,-0.12%,-0.25
Xtrackers Eurozone Inflation-Linked Bond UCITS ETF 1C,LU0290358224,DBXK,EUR,684,0.20%,11.15%,8.39%,13.24%,2.93%,6.36%,-1.70%,1.13
Xtrackers Fed Funds Effective Rate Swap UCITS ETF 1C,LU0321465469,DXSZ,USD,188,0.15%,-8.73%,6.56%,0.38%,-8.24%,4.08%,6.45%,-11.33
Xtrackers FTSE 100 UCITS ETF 1C,LU0838780707,XDUK,GBP,90,0.09%,28.47%,9.48%,26.50%,-16.36%,24.13%,-10.63%,8.35
Xtrackers FTSE 100 UCITS ETF Income 1D,LU0292097234,XUKX,GBP,79,0.09%,27.98%,9.24%,25.83%,-16.55%,24.25%,-10.38%,7.95
Xtrackers FTSE 250 UCITS ETF 1D,LU0292097317,XMCX,GBP,86,0.15%,45.24%,23.11%,38.71%,-9.92%,36.60%,-15.04%,13.23
Xtrackers FTSE China 50 UCITS ETF 1C,LU0292109856,DBX9,USD,121,0.60%,16.29%,13.55%,55.74%,1.06%,17.77%,-9.59%,18.42
Xtrackers FTSE Developed Europe Ex UK Property UCITS ETF 1C,IE00BP8FKB21,XREA,EUR,26,0.33%,21.95%,15.73%,31.87%,-8.02%,27.66%,-4.69%,15.63
Xtrackers FTSE EPRA/NAREIT Developed Europe Real Estate UCITS ETF 1C,LU0489337690,D5BK,EUR,586,0.33%,21.80%,11.55%,19.79%,-10.55%,29.61%,-8.90%,12.49
Xtrackers FTSE MIB UCITS ETF 1D,LU0274212538,DBXI,EUR,45,0.30%,43.41%,15.03%,59.32%,-3.95%,32.34%,-14.41%,16.88
Xtrackers FTSE Vietnam Swap UCITS ETF 1C,LU0322252924,DXS7,USD,365,0.85%,50.82%,1.78%,73.40%,6.91%,7.63%,-8.11%,29.58
Xtrackers Future Mobility UCITS ETF 1C,IE00BGV5VR99,XMOV,USD,172,0.35%,78.87%,-,-,14.21%,-,-,-
Xtrackers Germany Government Bond 1-3 UCITS ETF 1D,LU0468897110,D5BC,EUR,14,0.15%,-0.73%,-2.15%,-3.43%,-0.72%,-0.88%,-0.53%,-1.07
Xtrackers Germany Government Bond UCITS ETF 1C,LU0643975161,X03G,EUR,178,0.15%,-0.63%,5.62%,3.71%,2.84%,2.86%,2.16%,-1.60
Xtrackers Germany Government Bond UCITS ETF 1D,LU0468896575,D5BB,EUR,46,0.15%,-0.64%,5.59%,3.69%,2.85%,2.86%,2.15%,-1.87
Xtrackers Global Government Bond UCITS ETF 1D EUR hedged,LU0690964092,XGVD,EURHedged,213,0.25%,-1.63%,5.66%,3.44%,4.55%,4.33%,-0.54%,-0.12
Xtrackers Global Government Bond UCITS ETF 5C,LU0908508731,XG7S,EUR,528,0.20%,-5.81%,10.75%,5.75%,0.99%,7.74%,3.57%,-5.61
Xtrackers Global Inflation-Linked Bond UCITS ETF 1C EUR hedged,LU0290357929,DBXH,EURHedged,"1,123",0.25%,3.71%,8.92%,13.66%,8.11%,4.82%,-2.51%,1.39
Xtrackers Global Inflation-Linked Bond UCITS ETF 1D EUR hedged,LU0962078753,XGII,EURHedged,177,0.25%,3.72%,8.95%,13.70%,8.10%,4.83%,-2.46%,1.29
Xtrackers Global Inflation-Linked Bond UCITS ETF 5C,LU0908508814,XGIU,EUR,153,0.20%,0.59%,15.22%,16.40%,3.04%,9.83%,0.82%,-4.46
Xtrackers Global Sovereign UCITS ETF 1C EUR hedged,LU0378818131,DBZB,EURHedged,938,0.25%,-1.62%,5.67%,3.46%,4.55%,4.33%,-0.53%,-0.10
Xtrackers Harvest CSI 300 UCITS ETF 1D,LU0875160326,RQFI,USD,606,0.65%,34.04%,35.94%,60.82%,25.41%,37.80%,-24.77%,15.50
Xtrackers Harvest CSI China Sovereign Bond UCITS ETF 1D,LU1094612022,CGB,USD,135,0.35%,-2.65%,10.75%,5.12%,0.00%,3.92%,5.67%,-7.20
Xtrackers Harvest FTSE China A-H 50 UCITS ETF 1D,LU1310477036,AH50,USD,13,0.65%,32.51%,44.98%,104.19%,17.22%,39.42%,-16.66%,23.16
Xtrackers iBoxx EUR Corporates Yield Plus UCITS ETF 1D,IE00BYPHT736,XDEP,EUR,398,0.25%,12.18%,10.07%,-,2.93%,8.52%,-2.70%,4.24
Xtrackers iBoxx EUR High Yield Bond 1-3 Swap UCITS ETF 1D,LU1109939865,XHY1,EUR,141,0.25%,16.65%,5.65%,14.65%,0.75%,5.86%,-2.64%,3.41
Xtrackers iBoxx EUR Liquid Covered Swap UCITS ETF 1C,LU0820950128,XLIQ,EUR,6,0.20%,2.63%,6.67%,6.82%,2.87%,4.68%,-0.17%,0.74
Xtrackers iBoxx Germany Covered Swap UCITS ETF 1C,LU0321463506,DXSW,EUR,73,0.15%,1.10%,3.43%,2.99%,1.63%,2.26%,0.09%,-0.46
Xtrackers iBoxx Germany Covered Swap UCITS ETF 1D,LU0962081203,XBCD,EUR,3,0.15%,1.37%,3.70%,3.26%,1.63%,2.26%,0.10%,-0.10
Xtrackers iBoxx Sovereigns Eurozone AAA Swap UCITS ETF 1C,LU0484969463,XBAT,EUR,50,0.15%,-0.44%,5.71%,4.01%,2.99%,2.99%,2.12%,-1.49
Xtrackers iBoxx Sovereigns Eurozone AAA Swap UCITS ETF 1D,LU0975326215,XBAI,EUR,6,0.15%,-0.44%,5.71%,4.02%,2.98%,2.99%,2.05%,-1.41
Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1C,LU0524480265,XY4P,EUR,"1,019",0.15%,6.66%,11.62%,14.26%,6.17%,9.41%,-0.84%,0.69
Xtrackers iBoxx Sovereigns Eurozone Yield Plus UCITS ETF 1D,LU0962071741,XYPD,EUR,200,0.15%,6.67%,11.63%,14.29%,6.17%,9.41%,-0.78%,0.60
Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF 1D,IE00BF8J5974,XYLD,USD,42,0.25%,7.50%,28.79%,-,1.23%,18.73%,-,-
Xtrackers iBoxx USD Corporate Bond Yield Plus UCITS ETF 2C EUR Hedged,IE00BFMKQ930,XYLE,EURHedged,7,0.30%,16.14%,-,-,8.69%,13.31%,-,-
Xtrackers iBoxx USD Emerging Sovereigns Quality Weighted UCITS ETF 1D,IE00BD4DX952,XQUA,USD,85,0.45%,4.64%,20.07%,18.41%,-2.14%,16.93%,0.91%,-4.81
Xtrackers iBoxx USD Emerging Sovereigns Quality Weighted UCITS ETF Eur hedged,IE00BD4DXB77,XQUE,EURHedged,65,0.55%,13.29%,8.78%,-,5.15%,11.26%,-6.05%,-
Xtrackers iBoxx USD Liquid Asia Ex-Japan Corporate Bond UCITS ETF 1D,LU1409136006,ALQD,USD,20,0.30%,-1.75%,21.84%,-,-2.44%,13.96%,3.46%,-7.69
Xtrackers iBoxx USD Treasuries 1-3 UCITS ETF 1D,LU0429458895,XUT3,USD,64,0.07%,-8.38%,11.26%,3.30%,-5.66%,5.52%,5.69%,-11.44
Xtrackers iBoxx USD Treasuries UCITS ETF 1D,LU0429459356,XUTD,USD,477,0.07%,-12.54%,16.54%,6.24%,-0.91%,9.18%,5.17%,-9.83
Xtrackers IE Physical Gold ETC Securities,DE000A2T0VU5,-,USD,314,0.15%,-,-,-,-,-,-,-
Xtrackers IE Physical Gold EUR Hedged ETC Securities,DE000A2T5DZ1,-,EURHedged,84,0.43%,-,-,-,-,-,-,-
Xtrackers IE Physical Platinum ETC Securities,DE000A2T0VT7,-,USD,2,0.38%,-,-,-,-,-,-,-
Xtrackers IE Physical Platinum EUR Hedged ETC Securities,DE000A2UDH63,-,EURHedged,15,0.73%,-,-,-,-,-,-,-
Xtrackers IE Physical Silver ETC Securities,DE000A2T0VS9,-,USD,73,0.20%,-,-,-,-,-,-,-
Xtrackers IE Physical Silver EUR Hedged ETC Securities,DE000A2UDH55,-,EURHedged,8,0.73%,-,-,-,-,-,-,-
Xtrackers II ESG EUR Corporate Bond Short Duration UCITS ETF 1C,LU2178481649,XZE5,EUR,66,0.16%,-,-,-,-,-,-,-
Xtrackers II ESG EUR Corporate Bond UCITS ETF 1D,LU0484968812,XB4F,EUR,"1,342",0.16%,8.28%,7.10%,10.58%,2.37%,5.81%,-1.78%,2.80
Xtrackers II Eurozone Government Bond UCITS ETF 2C - USD Hedged,LU2009147591,-,USDHedged,-,0.20%,-4.57%,-,-,-,-,-,-
Xtrackers II USD Emerging Markets Bond UCITS ETF 2C,LU1920015440,-,USD,-,0.25%,7.26%,-,-,-,-,-,-
Xtrackers iTraxx Crossover Swap UCITS ETF 1C,LU0290359032,DBXM,EUR,94,0.24%,15.58%,4.36%,16.65%,-0.09%,6.70%,-4.30%,7.63
Xtrackers iTraxx Europe Swap UCITS ETF 1C,LU0290358653,DXSQ,EUR,11,0.18%,2.03%,1.31%,3.76%,-0.18%,2.78%,-1.40%,2.00
Xtrackers Japan Government Bond UCITS ETF 1C,LU0952581584,XJSE,JPY,781,0.15%,-10.13%,1.90%,-5.62%,-4.81%,5.91%,7.74%,-8.68
Xtrackers JPX-Nikkei 400 UCITS ETF 1D,IE00BPVLQD13,XDNY,JPY,158,0.20%,26.96%,23.23%,56.39%,4.79%,22.24%,-10.59%,9.87
Xtrackers JPX-Nikkei 400 UCITS ETF 3C EUR hedged,IE00BRB36B93,XDNE,EURHedged,17,0.30%,38.17%,18.08%,56.32%,6.98%,17.57%,-17.40%,19.50
Xtrackers LPX MM Private Equity Swap UCITS ETF 1C,LU0322250712,DX2D,EUR,186,0.70%,61.30%,60.76%,104.05%,0.15%,45.04%,-11.62%,11.90
Xtrackers Mittelstand & MidCap Germany UCITS ETF 1D,IE00B9MRJJ36,XDGM,EUR,99,0.40%,55.57%,26.02%,79.00%,17.34%,29.20%,-23.82%,31.19
Xtrackers MSCI AC Asia ex Japan Swap UCITS ETF 1C,LU0322252171,DXS5,USD,564,0.65%,42.29%,33.88%,83.88%,13.42%,20.32%,-11.47%,24.22
Xtrackers MSCI AC World UCITS ETF 1C,IE00BGHQ0G80,XMAW,EUR,797,0.25%,38.84%,50.03%,84.25%,6.33%,29.70%,-6.33%,9.70
Xtrackers MSCI Brazil UCITS ETF 1C,LU0292109344,DBX6,USD,70,0.65%,25.46%,-14.26%,40.92%,-26.36%,27.61%,2.96%,9.10
Xtrackers MSCI Canada UCITS ETF 1C,LU0476289540,D5BH,USD,286,0.35%,41.34%,37.31%,54.27%,-3.80%,30.37%,-14.06%,1.84
Xtrackers MSCI China UCITS ETF 1C,LU0514695690,XCS6,USD,"1,836",0.65%,30.99%,32.76%,102.25%,17.77%,25.97%,-16.66%,35.39
Xtrackers MSCI EFM Africa Top 50 Capped Swap UCITS ETF 1C,LU0592217524,XMAF,USD,33,0.65%,39.92%,-10.98%,7.51%,-16.80%,15.13%,-16.54%,9.71
Xtrackers MSCI EM Asia Swap UCITS ETF 1C,LU0292107991,DBX2,USD,608,0.65%,44.83%,35.85%,89.45%,16.45%,21.33%,-12.70%,25.44
Xtrackers MSCI EM EMEA Swap UCITS ETF 1C,LU0292109005,DBX4,USD,43,0.65%,30.47%,0.46%,22.43%,-15.57%,17.34%,-12.74%,8.45
Xtrackers MSCI EM Latin America Swap UCITS ETF 1C,LU0292108619,DBX3,USD,48,0.65%,28.79%,-16.76%,15.26%,-21.76%,18.77%,-2.45%,7.50
Xtrackers MSCI Emerging Markets ESG UCITS ETF 1C,IE00BG370F43,XZEM,USD,"1,151",0.25%,40.53%,-,-,7.30%,-,-,-
Xtrackers MSCI Emerging Markets Swap UCITS ETF 1C,LU0292107645,DBX1,USD,"1,103",0.49%,42.12%,25.24%,71.23%,7.49%,20.57%,-11.45%,20.47
Xtrackers MSCI Emerging Markets UCITS ETF 1C,IE00BTJRMP35,XMME,USD,"4,649",0.18%,42.79%,26.48%,-,8.01%,20.90%,-11.48%,-
Xtrackers MSCI EMU ESG UCITS ETF 1C,IE00BNC1G699,XZEZ,EUR,-,0.20%,-,-,-,-,-,-,-
Xtrackers MSCI EMU Minimum Volatility UCITS ETF 1D,IE00BDGN9Z19,XMVE,EUR,61,0.25%,25.27%,18.03%,-,-3.58%,21.00%,-5.88%,13.00
Xtrackers MSCI EMU UCITS ETF 1D,LU0846194776,XD5E,EUR,"1,870",0.12%,42.84%,23.21%,57.60%,-0.85%,26.73%,-13.04%,13.15
Xtrackers MSCI Europe ESG UCITS ETF 1C,IE00BFMNHK08,XZEU,EUR,242,0.20%,34.22%,-,-,0.14%,28.26%,-,-
Xtrackers MSCI Europe Mid Cap UCITS ETF 1C,LU0322253732,DX2I,USD,43,0.25%,48.01%,32.17%,58.38%,3.92%,30.95%,-14.02%,14.55
Xtrackers MSCI Europe Small Cap UCITS ETF 1C,LU0322253906,DX2J,USD,"1,123",0.30%,58.27%,32.56%,67.15%,4.28%,32.65%,-16.50%,18.76
Xtrackers MSCI Europe UCITS ETF 1C,LU0274209237,DBXA,USD,"2,546",0.12%,35.29%,24.09%,48.57%,-3.41%,26.85%,-11.10%,10.37
Xtrackers MSCI Europe UCITS ETF 1D,LU1242369327,XIEE,USD,66,0.12%,35.18%,24.22%,48.72%,-3.47%,27.01%,-11.20%,10.54
Xtrackers MSCI Europe Value UCITS ETF 1C,LU0486851024,D5BL,EUR,14,0.15%,43.92%,13.66%,42.07%,-8.98%,22.40%,-13.98%,9.67
Xtrackers MSCI GCC Select Swap UCITS ETF 1C,IE00BQXKVQ19,XGLF,USD,21,0.65%,25.53%,33.83%,57.46%,-9.28%,11.92%,19.78%,-9.04
Xtrackers MSCI India Swap UCITS ETF 1C,LU0514695187,XCS5,USD,72,0.75%,56.59%,24.16%,54.22%,3.87%,8.17%,-4.74%,19.91
Xtrackers MSCI Indonesia Swap UCITS ETF 1C,LU0476289623,XAIN,USD,85,0.65%,25.41%,-9.63%,-0.44%,-16.92%,11.70%,-7.12%,8.93
Xtrackers MSCI Japan ESG UCITS ETF 1C,IE00BG36TC12,XZMJ,USD,"1,634",0.20%,23.99%,-,-,8.93%,26.89%,-,-
Xtrackers MSCI Japan UCITS ETF 1C,LU0274209740,DBXJ,USD,"2,247",0.20%,27.15%,24.81%,58.07%,4.55%,22.41%,-9.90%,9.00
Xtrackers MSCI Japan UCITS ETF 4C EUR hedged,LU0659580079,XMK9,EURHedged,434,0.40%,38.65%,19.86%,57.94%,6.90%,17.54%,-16.86%,18.98
Xtrackers MSCI Korea UCITS ETF 1C,LU0292100046,DBX8,USD,130,0.65%,76.74%,39.68%,97.02%,31.07%,13.98%,-17.95%,28.91
Xtrackers MSCI Malaysia UCITS ETF 1C,LU0514694370,XCS3,USD,13,0.50%,12.20%,-12.87%,-9.05%,-5.58%,-0.29%,-1.79%,8.71
Xtrackers MSCI Mexico UCITS ETF 1C,LU0476289466,D5BI,USD,104,0.65%,53.28%,-3.17%,-4.34%,-10.78%,13.35%,-10.43%,-0.51
Xtrackers MSCI Nordic UCITS ETF 1D,IE00B9MRHC27,XDN0,EUR,467,0.30%,52.61%,52.18%,73.11%,16.71%,23.70%,-7.81%,11.08
Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,IE00BH361H73,XDND,USD,31,0.39%,19.97%,38.63%,61.63%,-7.16%,25.94%,-0.95%,5.08
Xtrackers MSCI Pacific ex Japan UCITS ETF 1C,LU0322252338,DXS6,USD,575,0.25%,38.06%,27.44%,56.48%,-2.80%,20.57%,-6.74%,10.26
Xtrackers MSCI Pakistan Swap UCITS ETF 1C,LU0659579147,XBAK,USD,11,0.85%,28.95%,-39.13%,-38.75%,-15.74%,1.89%,-29.80%,-33.48
Xtrackers MSCI Philippines UCITS ETF 1C,LU0592215403,XPQP,USD,22,0.65%,13.82%,-9.09%,-20.00%,-12.28%,11.04%,-13.48%,5.95
Xtrackers MSCI Russia Capped Swap UCITS ETF 1C,LU0322252502,DBXV,USD,96,0.65%,14.73%,23.27%,70.94%,-20.47%,53.37%,3.73%,-9.39
Xtrackers MSCI Singapore UCITS ETF 1C,LU0659578842,XBAS,USD,36,0.50%,28.16%,7.32%,33.33%,-14.60%,19.13%,-5.74%,17.31
Xtrackers MSCI Taiwan UCITS ETF 1C,LU0292109187,DBX5,USD,235,0.65%,70.43%,89.95%,165.80%,25.74%,38.03%,-5.57%,11.74
Xtrackers MSCI Thailand UCITS ETF 1C,LU0514694701,XCS4,USD,51,0.50%,15.19%,-11.96%,30.96%,-19.45%,11.08%,-1.51%,17.64
Xtrackers MSCI UK ESG UCITS ETF 1D,LU0292097747,XASX,GBP,45,0.18%,29.58%,10.09%,26.29%,-14.64%,26.07%,-11.47%,9.14
Xtrackers MSCI USA Communication Services UCITS ETF 1D,IE00BNC1G707,XUCM,USD,3,0.12%,-,-,-,-,-,-,-
Xtrackers MSCI USA Consumer Discretionary UCITS ETF 1D,IE00BGQYRR35,XUCD,USD,74,0.12%,69.50%,109.96%,-,38.67%,31.62%,3.52%,-
Xtrackers MSCI USA Consumer Staples UCITS ETF 1D,IE00BGQYRQ28,XUCS,USD,66,0.12%,11.88%,44.47%,-,0.81%,29.86%,-5.58%,-
Xtrackers MSCI USA Energy UCITS ETF 1D,IE00BCHWNS19,XUEN,USD,15,0.12%,32.34%,-17.38%,-,-39.95%,13.58%,-15.71%,-
Xtrackers MSCI USA ESG UCITS ETF 1C,IE00BFMNPS42,XZMU,USD,"1,863",0.15%,38.88%,-,-,10.94%,36.80%,-,-
Xtrackers MSCI USA Financials UCITS ETF 1D,IE00BCHWNT26,XUFN,USD,570,0.12%,45.42%,37.65%,-,-10.70%,36.20%,-11.77%,-
Xtrackers MSCI USA Health Care UCITS ETF 1D,IE00BCHWNW54,XUHC,USD,395,0.12%,15.76%,59.55%,-,4.95%,24.45%,8.03%,-
Xtrackers MSCI USA Industrials UCITS ETF 1D,IE00BCHWNV48,XUIN,USD,3,0.12%,-,-,-,-,-,-,-
Xtrackers MSCI USA Information Technology UCITS ETF 1D,IE00BGQYRS42,XUTC,USD,613,0.12%,53.39%,134.41%,-,33.51%,53.34%,2.12%,-
Xtrackers MSCI USA Swap UCITS ETF 1C,LU0274210672,XMUD,USD,"3,145",0.15%,40.75%,73.10%,112.69%,10.90%,35.12%,-1.81%,7.81
Xtrackers MSCI USA UCITS ETF 1C,IE00BJ0KDR00,XD9U,USD,"5,000",0.07%,40.52%,72.09%,110.64%,10.70%,34.86%,-2.05%,7.64
Xtrackers MSCI USA UCITS ETF 1D,IE00BK1PV445,XD9D,USD,219,0.07%,-,-,-,-,-,-,-
Xtrackers MSCI USA UCITS ETF 2C EUR Hedged,IE00BG04M077,XD9E,EURHedged,838,0.12%,51.86%,-,-,18.79%,28.28%,-,-
Xtrackers MSCI World Communication Services UCITS ETF 1C,IE00BM67HR47,XWTS,USD,369,0.25%,46.56%,71.18%,59.94%,12.46%,30.11%,-6.59%,-6.26
Xtrackers MSCI World Consumer Discretionary UCITS ETF 1C,IE00BM67HP23,XDWC,USD,281,0.25%,62.47%,75.93%,117.91%,24.85%,30.10%,-2.79%,9.40
Xtrackers MSCI World Consumer Staples UCITS ETF 1C,IE00BM67HN09,XDWS,USD,276,0.25%,11.13%,30.26%,30.84%,-1.27%,25.65%,-6.77%,3.54
Xtrackers MSCI World Energy UCITS ETF 1C,IE00BM67HM91,XDW0,USD,"1,204",0.25%,25.60%,-16.31%,-5.60%,-36.99%,14.20%,-13.07%,-6.65
Xtrackers MSCI World ESG UCITS ETF 1C,IE00BZ02LR44,XZW0,USD,"1,604",0.20%,37.07%,-,-,7.20%,32.85%,-,-
Xtrackers MSCI World ESG UCITS ETF 2C EUR Hedged,IE00BMY76136,-,EURHedged,41,0.25%,-,-,-,-,-,-,-
Xtrackers MSCI World Financials UCITS ETF 1C,IE00BM67HL84,XDWF,USD,943,0.25%,44.74%,23.16%,68.05%,-11.21%,28.98%,-14.21%,8.42
Xtrackers MSCI World Health Care UCITS ETF 1C,IE00BM67HK77,XDWH,USD,"1,132",0.25%,13.15%,52.23%,61.07%,3.70%,26.77%,5.47%,5.91
Xtrackers MSCI World High Dividend Yield UCITS ETF 1D USD,IE00BCHWNQ94,XDWY,USD,84,0.29%,20.91%,30.84%,-,-8.28%,26.38%,-,-
Xtrackers MSCI World Industrials UCITS ETF 1C,IE00BM67HV82,XDWI,USD,553,0.25%,46.10%,41.41%,75.91%,2.16%,31.29%,-11.66%,10.41
Xtrackers MSCI World Information Technology UCITS ETF 1C,IE00BM67HT60,XDWT,USD,"1,654",0.25%,52.89%,123.75%,222.97%,31.43%,51.64%,0.19%,22.23
